,StatisticCrimeGroup,StatisticCrimeType,Quarter,Religious level,TikimSum
5786,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q1,מסורתיים,241
5787,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q2,דתיים,693
5788,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q2,חילונים,1286
5789,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q2,חרדים,72
5790,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q2,מסורתיים,173
5791,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q3,דתיים,551
5792,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q3,חילונים,1621
5793,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q3,חרדים,58
5794,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q3,מסורתיים,159
5795,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q4,דתיים,420
5796,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q4,חילונים,1333
5797,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q4,חרדים,28
5798,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2019-Q4,מסורתיים,131
5799,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q1,דתיים,422
5800,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q1,חילונים,1130
5801,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q1,חרדים,26
5802,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q1,מסורתיים,169
5803,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q2,דתיים,437
5804,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q2,חילונים,1460
5805,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q2,חרדים,79
5806,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q2,מסורתיים,197
5807,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q3,דתיים,579
5808,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q3,חילונים,2217
5809,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q3,חרדים,101
5810,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q3,מסורתיים,234
5811,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q4,דתיים,649
5812,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q4,חילונים,1942
5813,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q4,חרדים,141
5814,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2020-Q4,מסורתיים,258
5815,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q1,דתיים,617
5816,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q1,חילונים,2161
5817,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q1,חרדים,176
5818,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q1,מסורתיים,363
5819,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q2,דתיים,536
5820,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q2,חילונים,1762
5821,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q2,חרדים,140
5822,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q2,מסורתיים,220
5823,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q3,דתיים,508
5824,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q3,חילונים,1892
5825,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q3,חרדים,145
5826,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q3,מסורתיים,224
5827,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q4,דתיים,493
5828,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q4,חילונים,1708
5829,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q4,חרדים,117
5830,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2021-Q4,מסורתיים,296
5831,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q1,דתיים,500
5832,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q1,חילונים,1964
5833,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q1,חרדים,118
5834,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q1,מסורתיים,320
5835,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q2,דתיים,470
5836,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q2,חילונים,1240
5837,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q2,חרדים,73
5838,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q2,מסורתיים,245
5839,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q3,דתיים,309
5840,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q3,חילונים,1145
5841,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q3,חרדים,53
5842,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q3,מסורתיים,177
5843,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q4,דתיים,254
5844,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q4,חילונים,1130
5845,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q4,חרדים,38
5846,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2022-Q4,מסורתיים,134
5847,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2023-Q1,דתיים,314
5848,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2023-Q1,חילונים,1206
5849,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2023-Q1,חרדים,69
5850,עבירות סדר ציבורי,עבירות על חוק הכניסה לישראל,2023-Q1,מסורתיים,190
5851,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q1,דתיים,3
5852,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q1,חילונים,9
5853,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q1,מסורתיים,2
5854,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q2,דתיים,1
5855,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q2,חילונים,8
5856,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q2,חרדים,1
5857,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q3,דתיים,2
5858,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q3,חילונים,3
5859,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q4,חילונים,2
5860,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2018-Q4,מסורתיים,1
5861,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q1,חילונים,8
5862,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q1,מסורתיים,2
5863,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q2,חילונים,6
5864,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q3,דתיים,2
5865,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q3,חילונים,6
5866,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q3,חרדים,1
5867,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q3,מסורתיים,1
5868,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q4,דתיים,3
5869,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q4,חילונים,2
5870,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2019-Q4,מסורתיים,2
5871,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2020-Q1,דתיים,1
5872,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2020-Q1,חילונים,5
5873,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2020-Q2,דתיים,2
5874,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2020-Q2,חילונים,3
5875,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2020-Q3,דתיים,1
5876,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2020-Q3,חילונים,2
5877,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2020-Q3,חרדים,1
5878,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2020-Q3,מסורתיים,1
5879,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2020-Q4,חילונים,3
5880,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q1,חילונים,5
5881,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q1,חרדים,1
5882,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q1,מסורתיים,1
5883,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q2,דתיים,1
5884,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q2,חילונים,1
5885,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q3,דתיים,1
5886,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q3,חילונים,5
5887,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q3,חרדים,1
5888,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q3,מסורתיים,1
5889,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q4,דתיים,1
5890,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q4,חילונים,1
5891,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2021-Q4,מסורתיים,1
5892,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q1,דתיים,2
5893,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q1,חילונים,5
5894,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q1,מסורתיים,1
5895,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q2,חילונים,3
5896,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q2,מסורתיים,1
5897,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q3,חילונים,4
5898,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q3,חרדים,1
5899,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q3,מסורתיים,2
5900,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q4,חילונים,2
5901,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2022-Q4,מסורתיים,1
5902,עבירות סדר ציבורי,עבירות על חוק עובדים זרים,2023-Q1,חילונים,5
5903,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2018-Q1,מסורתיים,1
5904,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2018-Q2,חילונים,1
5905,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2018-Q3,דתיים,1
5906,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2018-Q3,חילונים,5
5907,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2019-Q1,חילונים,1
5908,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2019-Q2,חילונים,3
5909,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2019-Q3,חילונים,4
5910,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2019-Q3,מסורתיים,1
5911,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2019-Q4,חילונים,4
5912,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2019-Q4,מסורתיים,1
5913,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2020-Q1,חילונים,1
5914,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2020-Q3,מסורתיים,1
5915,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2020-Q4,חילונים,1
5916,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2020-Q4,מסורתיים,2
5917,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2021-Q1,דתיים,1
5918,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2021-Q2,דתיים,2
5919,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2021-Q2,מסורתיים,1
5920,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2021-Q3,חילונים,1
5921,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2021-Q4,דתיים,1
5922,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2021-Q4,חילונים,1
5923,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2022-Q1,מסורתיים,2
5924,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2022-Q3,דתיים,1
5925,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2022-Q4,חילונים,1
5926,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2022-Q4,מסורתיים,1
5927,עבירות סדר ציבורי,עבירות שירות בטחון-ציוד,2023-Q1,חילונים,3
5928,עבירות סדר ציבורי,פגיעה בבעלי - חיים,2020-Q3,מסורתיים,2
5929,עבירות סדר ציבורי,פגיעה בבעלי - חיים,2021-Q1,חילונים,2
5930,עבירות סדר ציבורי,פגיעה בבעלי - חיים,2021-Q2,מסורתיים,1
5931,עבירות סדר ציבורי,פגיעה בבעלי - חיים,2021-Q4,דתיים,2
5932,עבירות סדר ציבורי,פגיעה בבעלי - חיים,2022-Q3,מסורתיים,2
5933,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q1,דתיים,60
5934,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q1,חילונים,322
5935,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q1,חרדים,17
5936,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q1,מסורתיים,38
5937,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q2,דתיים,41
5938,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q2,חילונים,320
5939,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q2,חרדים,16
5940,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q2,מסורתיים,39
5941,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q3,דתיים,49
5942,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q3,חילונים,298
5943,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q3,חרדים,14
5944,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q3,מסורתיים,37
5945,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q4,דתיים,52
5946,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q4,חילונים,347
5947,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q4,חרדים,19
5948,עבירות סדר ציבורי,פגיעה בפרטיות,2018-Q4,מסורתיים,52
5949,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q1,דתיים,42
5950,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q1,חילונים,301
5951,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q1,חרדים,11
5952,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q1,מסורתיים,37
5953,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q2,דתיים,58
5954,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q2,חילונים,339
5955,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q2,חרדים,24
5956,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q2,מסורתיים,44
5957,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q3,דתיים,74
5958,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q3,חילונים,406
5959,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q3,חרדים,17
5960,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q3,מסורתיים,46
5961,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q4,דתיים,49
5962,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q4,חילונים,373
5963,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q4,חרדים,23
5964,עבירות סדר ציבורי,פגיעה בפרטיות,2019-Q4,מסורתיים,41
5965,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q1,דתיים,39
5966,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q1,חילונים,439
5967,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q1,חרדים,24
5968,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q1,מסורתיים,44
5969,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q2,דתיים,44
5970,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q2,חילונים,412
5971,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q2,חרדים,20
5972,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q2,מסורתיים,58
5973,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q3,דתיים,51
5974,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q3,חילונים,332
5975,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q3,חרדים,16
5976,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q3,מסורתיים,58
5977,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q4,דתיים,35
5978,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q4,חילונים,389
5979,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q4,חרדים,20
5980,עבירות סדר ציבורי,פגיעה בפרטיות,2020-Q4,מסורתיים,30
5981,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q1,דתיים,45
5982,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q1,חילונים,401
5983,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q1,חרדים,27
5984,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q1,מסורתיים,42
5985,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q2,דתיים,36
5986,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q2,חילונים,408
5987,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q2,חרדים,21
5988,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q2,מסורתיים,39
5989,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q3,דתיים,43
5990,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q3,חילונים,341
5991,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q3,חרדים,20
5992,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q3,מסורתיים,44
5993,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q4,דתיים,43
5994,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q4,חילונים,360
5995,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q4,חרדים,17
5996,עבירות סדר ציבורי,פגיעה בפרטיות,2021-Q4,מסורתיים,58
5997,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q1,דתיים,50
5998,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q1,חילונים,319
5999,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q1,חרדים,16
6000,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q1,מסורתיים,53
6001,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q2,דתיים,51
6002,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q2,חילונים,303
6003,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q2,חרדים,18
6004,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q2,מסורתיים,48
6005,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q3,דתיים,67
6006,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q3,חילונים,284
6007,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q3,חרדים,15
6008,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q3,מסורתיים,51
6009,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q4,דתיים,47
6010,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q4,חילונים,345
6011,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q4,חרדים,17
6012,עבירות סדר ציבורי,פגיעה בפרטיות,2022-Q4,מסורתיים,51
6013,עבירות סדר ציבורי,פגיעה בפרטיות,2023-Q1,דתיים,36
6014,עבירות סדר ציבורי,פגיעה בפרטיות,2023-Q1,חילונים,331
6015,עבירות סדר ציבורי,פגיעה בפרטיות,2023-Q1,חרדים,25
6016,עבירות סדר ציבורי,פגיעה בפרטיות,2023-Q1,מסורתיים,52
6017,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q1,דתיים,1
6018,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q1,חילונים,10
6019,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q1,מסורתיים,5
6020,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q2,חילונים,3
6021,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q2,מסורתיים,1
6022,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q3,דתיים,1
6023,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q3,חילונים,2
6024,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q3,מסורתיים,1
6025,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q4,חילונים,4
6026,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2018-Q4,מסורתיים,1
6027,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2019-Q1,דתיים,1
6028,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2019-Q1,חילונים,5
6029,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2019-Q2,חילונים,1
6030,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2019-Q2,חרדים,1
6031,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2019-Q3,דתיים,1
6032,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2019-Q3,חילונים,1
6033,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2019-Q3,מסורתיים,1
6034,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2019-Q4,דתיים,2
6035,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2019-Q4,חילונים,3
6036,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2020-Q1,חילונים,3
6037,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2020-Q1,חרדים,1
6038,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2020-Q2,דתיים,1
6039,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2020-Q2,חילונים,4
6040,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2020-Q2,מסורתיים,2
6041,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2020-Q3,חילונים,1
6042,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2020-Q4,דתיים,1
6043,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2020-Q4,חילונים,1
6044,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2021-Q1,דתיים,1
6045,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2021-Q1,חילונים,1
6046,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2021-Q1,מסורתיים,1
6047,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2021-Q2,חילונים,3
6048,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2021-Q3,מסורתיים,1
6049,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2021-Q4,דתיים,1
6050,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2021-Q4,חילונים,2
6051,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2022-Q1,דתיים,1
6052,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2022-Q1,חילונים,3
6053,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2022-Q2,דתיים,1
6054,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2022-Q2,חילונים,3
6055,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2022-Q3,חילונים,4
6056,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2022-Q4,חילונים,5
6057,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2022-Q4,מסורתיים,1
6058,עבירות סדר ציבורי,קטטות והפרעות במוסדות,2023-Q1,חילונים,2
6059,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q1,דתיים,73
6060,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q1,חילונים,422
6061,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q1,חרדים,29
6062,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q1,מסורתיים,84
6063,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q2,דתיים,84
6064,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q2,חילונים,420
6065,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q2,חרדים,19
6066,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q2,מסורתיים,71
6067,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q3,דתיים,82
6068,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q3,חילונים,419
6069,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q3,חרדים,25
6070,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q3,מסורתיים,70
6071,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q4,דתיים,83
6072,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q4,חילונים,364
6073,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q4,חרדים,24
6074,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2018-Q4,מסורתיים,82
6075,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q1,דתיים,73
6076,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q1,חילונים,437
6077,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q1,חרדים,40
6078,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q1,מסורתיים,64
6079,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q2,דתיים,80
6080,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q2,חילונים,404
6081,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q2,חרדים,40
6082,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q2,מסורתיים,71
6083,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q3,דתיים,57
6084,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q3,חילונים,474
6085,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q3,חרדים,37
6086,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q3,מסורתיים,94
6087,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q4,דתיים,76
6088,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q4,חילונים,418
6089,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q4,חרדים,32
6090,עבירות סדר ציבורי,קטטות והפרעות ברחובות,2019-Q4,מסורתיים,61
