StatisticCrimeGroup,Cluster,Quarter,TikimSum,norm
עבירות מנהליות,8.0,2022-Q1,4,0.5783454030833777
עבירות מנהליות,8.0,2022-Q2,4,0.5783454030833777
עבירות מנהליות,8.0,2022-Q3,5,0.7229317538542221
עבירות מנהליות,8.0,2022-Q4,6,0.8675181046250665
עבירות מנהליות,8.0,2023-Q1,3,0.43375905231253326
עבירות מנהליות,9.0,2018-Q1,3,0.13695502957667183
עבירות מנהליות,9.0,2018-Q2,2,0.09130335305111456
עבירות מנהליות,9.0,2018-Q3,3,0.13695502957667183
עבירות מנהליות,9.0,2018-Q4,4,0.18260670610222912
עבירות מנהליות,9.0,2019-Q1,1,0.04565167652555728
עבירות מנהליות,9.0,2020-Q1,1,0.04565167652555728
עבירות מנהליות,9.0,2020-Q2,2,0.09130335305111456
עבירות מנהליות,9.0,2020-Q4,2,0.09130335305111456
עבירות מנהליות,9.0,2021-Q4,2,0.09130335305111456
עבירות מנהליות,9.0,2022-Q3,1,0.04565167652555728
עבירות מנהליות,9.0,2023-Q1,1,0.04565167652555728
עבירות מנהליות,10.0,2018-Q3,2,0.006457766157911921
עבירות מנהליות,10.0,2020-Q1,1,0.0032288830789559604
עבירות מנהליות,10.0,2021-Q4,1,0.0032288830789559604
עבירות מרמה,1.0,2018-Q1,17,0.7292069955705689
עבירות מרמה,1.0,2018-Q2,19,0.8149960538729888
עבירות מרמה,1.0,2018-Q3,16,0.686312466419359
עבירות מרמה,1.0,2018-Q4,48,2.0589373992580766
עבירות מרמה,1.0,2019-Q1,25,1.0723632287802483
עבירות מרמה,1.0,2019-Q2,22,0.9436796413266185
עבירות מרמה,1.0,2019-Q3,32,1.372624932838718
עבירות מרמה,1.0,2019-Q4,29,1.243941345385088
עבירות מרמה,1.0,2020-Q1,27,1.1581522870826682
עבירות מרמה,1.0,2020-Q2,33,1.4155194619899278
עבירות מרמה,1.0,2020-Q3,32,1.372624932838718
עבירות מרמה,1.0,2020-Q4,23,0.9865741704778285
עבירות מרמה,1.0,2021-Q1,43,1.844464753502027
עבירות מרמה,1.0,2021-Q2,46,1.973148340955657
עבירות מרמה,1.0,2021-Q3,27,1.1581522870826682
עבירות מרמה,1.0,2021-Q4,46,1.973148340955657
עבירות מרמה,1.0,2022-Q1,44,1.887359282653237
עבירות מרמה,1.0,2022-Q2,33,1.4155194619899278
עבירות מרמה,1.0,2022-Q3,38,1.6299921077459776
עבירות מרמה,1.0,2022-Q4,45,1.930253811804447
עבירות מרמה,1.0,2023-Q1,35,1.5013085202923477
עבירות מרמה,2.0,2018-Q1,567,119.04494343027696
עבירות מרמה,2.0,2018-Q2,637,133.74185002660744
עבירות מרמה,2.0,2018-Q3,568,119.25489923879596
עבירות מרמה,2.0,2018-Q4,691,145.07946368663383
עבירות מרמה,2.0,2019-Q1,544,114.2159598343398
עבירות מרמה,2.0,2019-Q2,529,111.06662270655468
עבירות מרמה,2.0,2019-Q3,559,117.3652969621249
עבירות מרמה,2.0,2019-Q4,418,87.76152796094492
עבירות מרמה,2.0,2020-Q1,495,103.92812521690846
עבירות מרמה,2.0,2020-Q2,465,97.62945096133824
עבירות מרמה,2.0,2020-Q3,485,101.82856713171839
עבירות מרמה,2.0,2020-Q4,444,93.2203789824391
עבירות מרמה,2.0,2021-Q1,536,112.53631336618774
עבירות מרמה,2.0,2021-Q2,494,103.71816940838944
עבירות מרמה,2.0,2021-Q3,441,92.59051155688208
עבירות מרמה,2.0,2021-Q4,566,118.83498762175795
עבירות מרמה,2.0,2022-Q1,538,112.95622498322575
עבירות מרמה,2.0,2022-Q2,548,115.05578306841582
עבירות מרמה,2.0,2022-Q3,531,111.4865343235927
עבירות מרמה,2.0,2022-Q4,462,96.99958353578123
עבירות מרמה,2.0,2023-Q1,497,104.34803683394647
עבירות מרמה,3.0,2018-Q1,62,5.041029437850428
עבירות מרמה,3.0,2018-Q2,78,6.341940260521506
עבירות מרמה,3.0,2018-Q3,52,4.227960173681004
עבירות מרמה,3.0,2018-Q4,54,4.390574026514889
עבירות מרמה,3.0,2019-Q1,67,5.44756406993514
עבירות מרמה,3.0,2019-Q2,71,5.77279177560291
עבירות מרמה,3.0,2019-Q3,80,6.504554113355391
עבירות מרמה,3.0,2019-Q4,75,6.098019481270679
עבירות מרמה,3.0,2020-Q1,56,4.553187879348774
עבירות מרמה,3.0,2020-Q2,55,4.471880952931831
עבירות מרמה,3.0,2020-Q3,64,5.203643290684313
עבירות מרמה,3.0,2020-Q4,79,6.423247186938449
עבירות מרמה,3.0,2021-Q1,70,5.691484849185967
עבירות מרמה,3.0,2021-Q2,54,4.390574026514889
עבירות מרמה,3.0,2021-Q3,90,7.317623377524814
עבירות מרמה,3.0,2021-Q4,109,8.86245497944672
עבירות מרמה,3.0,2022-Q1,80,6.504554113355391
עבירות מרמה,3.0,2022-Q2,72,5.854098702019852
עבירות מרמה,3.0,2022-Q3,72,5.854098702019852
עבירות מרמה,3.0,2022-Q4,81,6.585861039772333
עבירות מרמה,3.0,2023-Q1,68,5.528870996352082
עבירות מרמה,4.0,2018-Q1,87,3.2894310636033413
עבירות מרמה,4.0,2018-Q2,95,3.5919074832450275
עבירות מרמה,4.0,2018-Q3,143,5.406766001095146
עבירות מרמה,4.0,2018-Q4,93,3.516288378334606
עבירות מרמה,4.0,2019-Q1,132,4.990860924087828
עבירות מרמה,4.0,2019-Q2,289,10.926960659555926
עבירות מרמה,4.0,2019-Q3,175,6.616671679661893
עבירות מרמה,4.0,2019-Q4,104,3.932193455341925
עבירות מרמה,4.0,2020-Q1,110,4.15905077007319
עבירות מרמה,4.0,2020-Q2,180,6.805719441937947
עבירות מרמה,4.0,2020-Q3,95,3.5919074832450275
עבירות מרמה,4.0,2020-Q4,126,4.764003609356563
עבירות מרמה,4.0,2021-Q1,110,4.15905077007319
עבירות מרמה,4.0,2021-Q2,117,4.423717637259665
עבירות מרמה,4.0,2021-Q3,89,3.3650501685137626
עבירות מרמה,4.0,2021-Q4,105,3.9700030077971356
עבירות מרמה,4.0,2022-Q1,111,4.1968603225284005
עבירות מרמה,4.0,2022-Q2,117,4.423717637259665
עבירות מרמה,4.0,2022-Q3,131,4.9530513716326166
עבירות מרמה,4.0,2022-Q4,89,3.3650501685137626
עבירות מרמה,4.0,2023-Q1,92,3.478478825879395
עבירות מרמה,5.0,2018-Q1,605,100.82555676381594
עבירות מרמה,5.0,2018-Q2,659,109.82486265678465
עבירות מרמה,5.0,2018-Q3,521,86.82663648586464
עבירות מרמה,5.0,2018-Q4,667,111.15809315944666
עבירות מרמה,5.0,2019-Q1,879,146.48870147999045
עבירות מרמה,5.0,2019-Q2,674,112.32466984927595
עבירות מרמה,5.0,2019-Q3,912,151.9882773034713
עבירות מרמה,5.0,2019-Q4,688,114.65782322893449
עבירות מרמה,5.0,2020-Q1,779,129.8233201967151
עבירות מרמה,5.0,2020-Q2,653,108.82493977978812
עבירות מרמה,5.0,2020-Q3,620,103.32536395630724
עבירות מרמה,5.0,2020-Q4,723,120.49070667808087
עבירות מרמה,5.0,2021-Q1,734,122.32389861924116
עבירות מרמה,5.0,2021-Q2,661,110.15817028245014
עבירות מרמה,5.0,2021-Q3,617,102.82540251780898
עבירות מרמה,5.0,2021-Q4,751,125.15701343739798
עבירות מרמה,5.0,2022-Q1,711,118.49086092408783
עבירות מרמה,5.0,2022-Q2,715,119.15747617541885
עבירות מרמה,5.0,2022-Q3,838,139.65589515384755
עבירות מרמה,5.0,2022-Q4,687,114.49116941610174
עבירות מרמה,5.0,2023-Q1,619,103.1587101434745
עבירות מרמה,6.0,2018-Q1,206,15.078143597890943
עבירות מרמה,6.0,2018-Q2,356,26.05737437305425
עבירות מרמה,6.0,2018-Q3,188,13.760635904871346
עבירות מרמה,6.0,2018-Q4,344,25.179035911041186
עבירות מרמה,6.0,2019-Q1,229,16.76162565008265
עבירות מרמה,6.0,2019-Q2,305,22.324435909498728
עבירות מרמה,6.0,2019-Q3,347,25.398620526544452
עבירות מרמה,6.0,2019-Q4,279,20.421369241803752
עבירות מרמה,6.0,2020-Q1,301,22.03165642216104
עבירות מרמה,6.0,2020-Q2,254,18.5914974459432
עבירות מרמה,6.0,2020-Q3,261,19.103861548784156
עבירות מרמה,6.0,2020-Q4,329,24.081112833524855
עבירות מרמה,6.0,2021-Q1,213,15.590507700731898
עבירות מרמה,6.0,2021-Q2,263,19.250251292453
עבירות מרמה,6.0,2021-Q3,247,18.079133343102246
עבירות מרמה,6.0,2021-Q4,265,19.396641036121846
עבירות מרמה,6.0,2022-Q1,290,21.226512831982397
עבירות מרמה,6.0,2022-Q2,288,21.080123088313552
עבירות מרמה,6.0,2022-Q3,314,22.983189756008525
עבירות מרמה,6.0,2022-Q4,259,18.95747180511531
עבירות מרמה,6.0,2023-Q1,236,17.273989752923605
עבירות מרמה,7.0,2018-Q1,761,148.18008478388847
עבירות מרמה,7.0,2018-Q2,848,165.12051497600189
עבירות מרמה,7.0,2018-Q3,732,142.53327471985068
עבירות מרמה,7.0,2018-Q4,995,193.7440004730211
עבירות מרמה,7.0,2019-Q1,1001,194.91230600351167
עבירות מרמה,7.0,2019-Q2,749,145.84347372290733
עבירות מרמה,7.0,2019-Q3,615,119.75131687528439
עבירות מרמה,7.0,2019-Q4,727,141.5596867777752
עבירות מרמה,7.0,2020-Q1,701,136.49702947898268
עבירות מרמה,7.0,2020-Q2,703,136.8864646558129
עבירות מרמה,7.0,2020-Q3,685,133.38154806434116
עבירות מרמה,7.0,2020-Q4,646,125.78756211615239
עבירות מרמה,7.0,2021-Q1,669,130.2660666496996
עבירות מרמה,7.0,2021-Q2,610,118.7777289332089
עבירות מרמה,7.0,2021-Q3,551,107.2893912167182
עבירות מרמה,7.0,2021-Q4,754,146.81706166498282
עבירות מרמה,7.0,2022-Q1,764,148.76423754913378
עבירות מרמה,7.0,2022-Q2,629,122.47736311309573
עבירות מרמה,7.0,2022-Q3,696,135.5234415369072
עבירות מרמה,7.0,2022-Q4,807,157.13709385098292
עבירות מרמה,7.0,2023-Q1,738,143.70158025034127
עבירות מרמה,8.0,2018-Q1,651,94.12571435181971
עבירות מרמה,8.0,2018-Q2,806,116.5365987213006
עבירות מרמה,8.0,2018-Q3,880,127.23598867834309
עבירות מרמה,8.0,2018-Q4,1114,161.06919475872067
עבירות מרמה,8.0,2019-Q1,1065,153.98446357094932
עבירות מרמה,8.0,2019-Q2,929,134.32071986611447
עבירות מרמה,8.0,2019-Q3,812,117.40411682592567
עבירות מרמה,8.0,2019-Q4,801,115.81366696744638
עבירות מרמה,8.0,2020-Q1,679,98.17413217340336
עבירות מרמה,8.0,2020-Q2,722,104.39134525654967
עבירות מרמה,8.0,2020-Q3,703,101.64420459190363
עבירות מרמה,8.0,2020-Q4,676,97.74037312109083
עבירות מרמה,8.0,2021-Q1,654,94.55947340413225
עבירות מרמה,8.0,2021-Q2,625,90.36646923177776
עבירות מרמה,8.0,2021-Q3,630,91.08940098563198
עבירות מרמה,8.0,2021-Q4,638,92.24609179179873
עבירות מרמה,8.0,2022-Q1,626,90.51105558254861
עבירות מרמה,8.0,2022-Q2,495,71.57024363156799
עבירות מרמה,8.0,2022-Q3,579,83.71549709631891
עבירות מרמה,8.0,2022-Q4,629,90.94481463486115
עבירות מרמה,8.0,2023-Q1,502,72.5823480869639
עבירות מרמה,9.0,2018-Q1,82,3.743437475095697
עבירות מרמה,9.0,2018-Q2,110,5.021684417811301
עבירות מרמה,9.0,2018-Q3,94,4.291257593402384
עבירות מרמה,9.0,2018-Q4,110,5.021684417811301
עבירות מרמה,9.0,2019-Q1,107,4.884729388234629
עבירות מרמה,9.0,2019-Q2,115,5.249942800439087
עבירות מרמה,9.0,2019-Q3,84,3.8347408281468116
עבירות מרמה,9.0,2019-Q4,104,4.747774358657957
עבירות מרמה,9.0,2020-Q1,98,4.473864299504614
עבירות מרמה,9.0,2020-Q2,137,6.2542796840013475
עבירות מרמה,9.0,2020-Q3,101,4.610819329081285
עבירות מרמה,9.0,2020-Q4,121,5.523852859592431
עבירות מרמה,9.0,2021-Q1,106,4.839077711709072
עבירות מרמה,9.0,2021-Q2,104,4.747774358657957
עבירות מרמה,9.0,2021-Q3,100,4.565167652555728
עבירות מרמה,9.0,2021-Q4,90,4.108650887300155
עבירות מרמה,9.0,2022-Q1,101,4.610819329081285
עבירות מרמה,9.0,2022-Q2,74,3.3782240628912388
עבירות מרמה,9.0,2022-Q3,106,4.839077711709072
עבירות מרמה,9.0,2022-Q4,111,5.067336094336858
עבירות מרמה,9.0,2023-Q1,89,4.062999210774598
עבירות מרמה,10.0,2018-Q1,10,0.0322888307895596
עבירות מרמה,10.0,2018-Q2,8,0.025831064631647683
עבירות מרמה,10.0,2018-Q3,4,0.012915532315823841
עבירות מרמה,10.0,2018-Q4,6,0.019373298473735763
עבירות מרמה,10.0,2019-Q1,8,0.025831064631647683
עבירות מרמה,10.0,2019-Q2,10,0.0322888307895596
עבירות מרמה,10.0,2019-Q3,16,0.051662129263295366
עבירות מרמה,10.0,2019-Q4,9,0.029059947710603645
עבירות מרמה,10.0,2020-Q1,7,0.02260218155269172
עבירות מרמה,10.0,2020-Q2,6,0.019373298473735763
עבירות מרמה,10.0,2020-Q3,5,0.0161444153947798
עבירות מרמה,10.0,2020-Q4,12,0.038746596947471526
עבירות מרמה,10.0,2021-Q1,13,0.04197548002642749
עבירות מרמה,10.0,2021-Q2,7,0.02260218155269172
עבירות מרמה,10.0,2021-Q3,11,0.035517713868515564
עבירות מרמה,10.0,2021-Q4,10,0.0322888307895596
עבירות מרמה,10.0,2022-Q1,7,0.02260218155269172
עבירות מרמה,10.0,2022-Q2,11,0.035517713868515564
עבירות מרמה,10.0,2022-Q3,6,0.019373298473735763
עבירות מרמה,10.0,2022-Q4,17,0.05489101234225133
עבירות מרמה,10.0,2023-Q1,7,0.02260218155269172
עבירות נגד אדם,1.0,2018-Q1,4,0.17157811660483974
עבירות נגד אדם,1.0,2018-Q2,3,0.1286835874536298
עבירות נגד אדם,1.0,2018-Q3,7,0.3002617040584695
עבירות נגד אדם,1.0,2018-Q4,6,0.2573671749072596
עבירות נגד אדם,1.0,2019-Q2,3,0.1286835874536298
עבירות נגד אדם,1.0,2019-Q3,4,0.17157811660483974
עבירות נגד אדם,1.0,2019-Q4,1,0.042894529151209934
עבירות נגד אדם,1.0,2020-Q1,7,0.3002617040584695
עבירות נגד אדם,1.0,2020-Q2,8,0.3431562332096795
עבירות נגד אדם,1.0,2020-Q3,1,0.042894529151209934
עבירות נגד אדם,1.0,2020-Q4,6,0.2573671749072596
עבירות נגד אדם,1.0,2021-Q1,8,0.3431562332096795
עבירות נגד אדם,1.0,2021-Q2,4,0.17157811660483974
עבירות נגד אדם,1.0,2021-Q3,7,0.3002617040584695
עבירות נגד אדם,1.0,2021-Q4,3,0.1286835874536298
עבירות נגד אדם,1.0,2022-Q1,13,0.5576288789657291
עבירות נגד אדם,1.0,2022-Q2,8,0.3431562332096795
עבירות נגד אדם,1.0,2022-Q3,4,0.17157811660483974
עבירות נגד אדם,1.0,2022-Q4,5,0.21447264575604968
עבירות נגד אדם,1.0,2023-Q1,10,0.42894529151209937
עבירות נגד אדם,2.0,2018-Q1,12,2.5194697022280836
עבירות נגד אדם,2.0,2018-Q2,14,2.9393813192660976
עבירות נגד אדם,2.0,2018-Q3,14,2.9393813192660976
עבירות נגד אדם,2.0,2018-Q4,20,4.199116170380139
עבירות נגד אדם,2.0,2019-Q1,15,3.1493371277851043
עבירות נגד אדם,2.0,2019-Q2,17,3.5692487448231187
עבירות נגד אדם,2.0,2019-Q3,22,4.619027787418153
עבירות נגד אדם,2.0,2019-Q4,20,4.199116170380139
עבירות נגד אדם,2.0,2020-Q1,19,3.989160361861132
עבירות נגד אדם,2.0,2020-Q2,16,3.3592929363041115
עבירות נגד אדם,2.0,2020-Q3,30,6.298674255570209
עבירות נגד אדם,2.0,2020-Q4,28,5.878762638532195
עבירות נגד אדם,2.0,2021-Q1,22,4.619027787418153
עבירות נגד אדם,2.0,2021-Q2,31,6.508630064089216
עבירות נגד אדם,2.0,2021-Q3,26,5.458851021494182
עבירות נגד אדם,2.0,2021-Q4,40,8.398232340760279
עבירות נגד אדם,2.0,2022-Q1,31,6.508630064089216
עבירות נגד אדם,2.0,2022-Q2,32,6.718585872608223
עבירות נגד אדם,2.0,2022-Q3,27,5.668806830013188
עבירות נגד אדם,2.0,2022-Q4,28,5.878762638532195
עבירות נגד אדם,2.0,2023-Q1,31,6.508630064089216
עבירות נגד אדם,3.0,2018-Q1,5,0.4065346320847119
עבירות נגד אדם,3.0,2018-Q2,2,0.16261385283388477
עבירות נגד אדם,3.0,2018-Q3,4,0.32522770566776954
עבירות נגד אדם,3.0,2018-Q4,2,0.16261385283388477
עבירות נגד אדם,3.0,2019-Q1,3,0.24392077925082717
עבירות נגד אדם,3.0,2019-Q2,3,0.24392077925082717
עבירות נגד אדם,3.0,2019-Q3,4,0.32522770566776954
עבירות נגד אדם,3.0,2019-Q4,3,0.24392077925082717
עבירות נגד אדם,3.0,2020-Q1,3,0.24392077925082717
עבירות נגד אדם,3.0,2020-Q2,6,0.48784155850165434
עבירות נגד אדם,3.0,2020-Q3,3,0.24392077925082717
עבירות נגד אדם,3.0,2020-Q4,8,0.6504554113355391
עבירות נגד אדם,3.0,2021-Q1,6,0.48784155850165434
עבירות נגד אדם,3.0,2021-Q2,5,0.4065346320847119
עבירות נגד אדם,3.0,2021-Q3,1,0.08130692641694238
עבירות נגד אדם,3.0,2021-Q4,5,0.4065346320847119
עבירות נגד אדם,3.0,2022-Q1,6,0.48784155850165434
עבירות נגד אדם,3.0,2022-Q2,4,0.32522770566776954
עבירות נגד אדם,3.0,2022-Q3,3,0.24392077925082717
עבירות נגד אדם,3.0,2022-Q4,1,0.08130692641694238
עבירות נגד אדם,3.0,2023-Q1,4,0.32522770566776954
עבירות נגד אדם,4.0,2018-Q1,9,0.34028597209689737
עבירות נגד אדם,4.0,2018-Q2,3,0.11342865736563246
עבירות נגד אדם,4.0,2018-Q3,2,0.07561910491042163
עבירות נגד אדם,4.0,2018-Q4,8,0.30247641964168653
עבירות נגד אדם,4.0,2019-Q1,4,0.15123820982084327
עבירות נגד אדם,4.0,2019-Q2,69,2.6088591194095465
עבירות נגד אדם,4.0,2019-Q3,6,0.22685731473126491
עבירות נגד אדם,4.0,2019-Q4,4,0.15123820982084327
עבירות נגד אדם,4.0,2020-Q1,6,0.22685731473126491
עבירות נגד אדם,4.0,2020-Q2,6,0.22685731473126491
עבירות נגד אדם,4.0,2020-Q3,9,0.34028597209689737
עבירות נגד אדם,4.0,2020-Q4,7,0.2646668671864757
עבירות נגד אדם,4.0,2021-Q1,5,0.18904776227605408
עבירות נגד אדם,4.0,2021-Q2,13,0.4915241819177406
עבירות נגד אדם,4.0,2021-Q3,4,0.15123820982084327
עבירות נגד אדם,4.0,2021-Q4,9,0.34028597209689737
עבירות נגד אדם,4.0,2022-Q1,6,0.22685731473126491
עבירות נגד אדם,4.0,2022-Q2,8,0.30247641964168653
עבירות נגד אדם,4.0,2022-Q3,9,0.34028597209689737
עבירות נגד אדם,4.0,2022-Q4,7,0.2646668671864757
עבירות נגד אדם,4.0,2023-Q1,14,0.5293337343729514
עבירות נגד אדם,5.0,2018-Q1,16,2.666461005324058
עבירות נגד אדם,5.0,2018-Q2,20,3.3330762566550725
עבירות נגד אדם,5.0,2018-Q3,17,2.8331148181568118
עבירות נגד אדם,5.0,2018-Q4,19,3.1664224438223187
עבירות נגד אדם,5.0,2019-Q1,21,3.499730069487826
עבירות נגד אדם,5.0,2019-Q2,24,3.9996915079860873
עבירות נגד אדם,5.0,2019-Q3,26,4.332999133651595
עבירות נגד אדם,5.0,2019-Q4,13,2.1664995668257974
עבירות נגד אדם,5.0,2020-Q1,27,4.499652946484348
עבירות נגד אדם,5.0,2020-Q2,37,6.166191074811884
עבירות נגד אדם,5.0,2020-Q3,40,6.666152513310145
עבירות נגד אדם,5.0,2020-Q4,25,4.166345320818841
עבירות נגד אדם,5.0,2021-Q1,35,5.832883449146377
עבירות נגד אדם,5.0,2021-Q2,38,6.3328448876446375
עבירות נגד אדם,5.0,2021-Q3,21,3.499730069487826
עבירות נגד אדם,5.0,2021-Q4,23,3.8330376951533336
עבירות נגד אדם,5.0,2022-Q1,26,4.332999133651595
עבירות נגד אדם,5.0,2022-Q2,27,4.499652946484348
עבירות נגד אדם,5.0,2022-Q3,21,3.499730069487826
עבירות נגד אדם,5.0,2022-Q4,32,5.332922010648116
עבירות נגד אדם,5.0,2023-Q1,52,8.66599826730319
עבירות נגד אדם,6.0,2018-Q1,10,0.7319487183442206
עבירות נגד אדם,6.0,2018-Q2,5,0.3659743591721103
עבירות נגד אדם,6.0,2018-Q3,8,0.5855589746753764
עבירות נגד אדם,6.0,2018-Q4,7,0.5123641028409543
עבירות נגד אדם,6.0,2019-Q1,7,0.5123641028409543
עבירות נגד אדם,6.0,2019-Q2,6,0.4391692310065323
עבירות נגד אדם,6.0,2019-Q3,9,0.6587538465097985
עבירות נגד אדם,6.0,2019-Q4,1,0.07319487183442205
עבירות נגד אדם,6.0,2020-Q1,7,0.5123641028409543
עבירות נגד אדם,6.0,2020-Q2,3,0.21958461550326616
עבירות נגד אדם,6.0,2020-Q3,4,0.2927794873376882
עבירות נגד אדם,6.0,2020-Q4,3,0.21958461550326616
עבירות נגד אדם,6.0,2021-Q1,5,0.3659743591721103
עבירות נגד אדם,6.0,2021-Q2,6,0.4391692310065323
עבירות נגד אדם,6.0,2021-Q3,12,0.8783384620130646
עבירות נגד אדם,6.0,2021-Q4,11,0.8051435901786426
עבירות נגד אדם,6.0,2022-Q1,10,0.7319487183442206
עבירות נגד אדם,6.0,2022-Q2,6,0.4391692310065323
עבירות נגד אדם,6.0,2022-Q3,10,0.7319487183442206
עבירות נגד אדם,6.0,2022-Q4,9,0.6587538465097985
עבירות נגד אדם,6.0,2023-Q1,15,1.097923077516331
עבירות נגד אדם,7.0,2018-Q1,13,2.5313286493962552
עבירות נגד אדם,7.0,2018-Q2,12,2.336611060981159
עבירות נגד אדם,7.0,2018-Q3,4,0.7788703536603863
עבירות נגד אדם,7.0,2018-Q4,23,4.478504533547221
עבירות נגד אדם,7.0,2019-Q1,13,2.5313286493962552
עבירות נגד אדם,7.0,2019-Q2,16,3.115481414641545
עבירות נגד אדם,7.0,2019-Q3,16,3.115481414641545
עבירות נגד אדם,7.0,2019-Q4,12,2.336611060981159
עבירות נגד אדם,7.0,2020-Q1,21,4.089069356717028
עבירות נגד אדם,7.0,2020-Q2,9,1.752458295735869
עבירות נגד אדם,7.0,2020-Q3,10,1.9471758841509657
עבירות נגד אדם,7.0,2020-Q4,14,2.726046237811352
עבירות נגד אדם,7.0,2021-Q1,19,3.699634179886835
עבירות נגד אדם,7.0,2021-Q2,19,3.699634179886835
עבירות נגד אדם,7.0,2021-Q3,19,3.699634179886835
עבירות נגד אדם,7.0,2021-Q4,19,3.699634179886835
עבירות נגד אדם,7.0,2022-Q1,15,2.9207638262264486
עבירות נגד אדם,7.0,2022-Q2,10,1.9471758841509657
עבירות נגד אדם,7.0,2022-Q3,14,2.726046237811352
עבירות נגד אדם,7.0,2022-Q4,26,5.0626572987925105
עבירות נגד אדם,7.0,2023-Q1,19,3.699634179886835
עבירות נגד אדם,8.0,2018-Q1,20,2.8917270154168886
עבירות נגד אדם,8.0,2018-Q2,18,2.6025543138751996
עבירות נגד אדם,8.0,2018-Q3,9,1.3012771569375998
עבירות נגד אדם,8.0,2018-Q4,12,1.735036209250133
עבירות נגד אדם,8.0,2019-Q1,6,0.8675181046250665
עבירות נגד אדם,8.0,2019-Q2,10,1.4458635077084443
עבירות נגד אדם,8.0,2019-Q3,16,2.3133816123335107
עבירות נגד אדם,8.0,2019-Q4,18,2.6025543138751996
עבירות נגד אדם,8.0,2020-Q1,13,1.8796225600209775
עבירות נגד אדם,8.0,2020-Q2,18,2.6025543138751996
עבירות נגד אדם,8.0,2020-Q3,15,2.1687952615626664
עבירות נגד אדם,8.0,2020-Q4,16,2.3133816123335107
עבירות נגד אדם,8.0,2021-Q1,15,2.1687952615626664
עבירות נגד אדם,8.0,2021-Q2,25,3.6146587692711103
עבירות נגד אדם,8.0,2021-Q3,15,2.1687952615626664
עבירות נגד אדם,8.0,2021-Q4,13,1.8796225600209775
עבירות נגד אדם,8.0,2022-Q1,24,3.470072418500266
עבירות נגד אדם,8.0,2022-Q2,16,2.3133816123335107
עבירות נגד אדם,8.0,2022-Q3,19,2.747140664646044
עבירות נגד אדם,8.0,2022-Q4,23,3.325486067729422
עבירות נגד אדם,8.0,2023-Q1,25,3.6146587692711103
עבירות נגד אדם,9.0,2018-Q1,1,0.04565167652555728
עבירות נגד אדם,9.0,2018-Q2,3,0.13695502957667183
עבירות נגד אדם,9.0,2018-Q3,4,0.18260670610222912
עבירות נגד אדם,9.0,2018-Q4,4,0.18260670610222912
עבירות נגד אדם,9.0,2019-Q1,1,0.04565167652555728
עבירות נגד אדם,9.0,2019-Q2,2,0.09130335305111456
עבירות נגד אדם,9.0,2019-Q3,3,0.13695502957667183
עבירות נגד אדם,9.0,2019-Q4,4,0.18260670610222912
עבירות נגד אדם,9.0,2020-Q1,3,0.13695502957667183
עבירות נגד אדם,9.0,2020-Q2,2,0.09130335305111456
עבירות נגד אדם,9.0,2020-Q4,2,0.09130335305111456
עבירות נגד אדם,9.0,2021-Q1,2,0.09130335305111456
עבירות נגד אדם,9.0,2021-Q2,2,0.09130335305111456
עבירות נגד אדם,9.0,2021-Q3,3,0.13695502957667183
עבירות נגד אדם,9.0,2021-Q4,1,0.04565167652555728
עבירות נגד אדם,9.0,2022-Q3,3,0.13695502957667183
עבירות נגד אדם,9.0,2022-Q4,5,0.22825838262778642
עבירות נגד אדם,9.0,2023-Q1,3,0.13695502957667183
עבירות נגד אדם,10.0,2018-Q1,1,0.0032288830789559604
עבירות נגד אדם,10.0,2019-Q1,1,0.0032288830789559604
עבירות נגד אדם,10.0,2021-Q1,1,0.0032288830789559604
עבירות נגד אדם,10.0,2022-Q1,1,0.0032288830789559604
עבירות נגד גוף,1.0,2018-Q1,252,10.809421346104903
עבירות נגד גוף,1.0,2018-Q2,262,11.238366637617002
עבירות נגד גוף,1.0,2018-Q3,321,13.769143857538388
עבירות נגד גוף,1.0,2018-Q4,307,13.16862044942145
עבירות נגד גוף,1.0,2019-Q1,175,7.506542601461739
עבירות נגד גוף,1.0,2019-Q2,161,6.906019193344799
עבירות נגד גוף,1.0,2019-Q3,177,7.592331659764159
עבירות נגד גוף,1.0,2019-Q4,145,6.21970672692544
עבירות נגד גוף,1.0,2020-Q1,140,6.005234081169391
עבירות נגד גוף,1.0,2020-Q2,200,8.578905830241986
עבירות נגד גוף,1.0,2020-Q3,163,6.991808251647219
עבירות נגד גוף,1.0,2020-Q4,177,7.592331659764159
עבירות נגד גוף,1.0,2021-Q1,124,5.318921614750032
עבירות נגד גוף,1.0,2021-Q2,152,6.51996843098391
עבירות נגד גוף,1.0,2021-Q3,171,7.334964484856899
עבירות נגד גוף,1.0,2021-Q4,169,7.249175426554479
עבירות נגד גוף,1.0,2022-Q1,139,5.9623395520181806
עבירות נגד גוף,1.0,2022-Q2,174,7.463648072310528
עבירות נגד גוף,1.0,2022-Q3,206,8.836273005149247
עבירות נגד גוף,1.0,2022-Q4,204,8.750483946846826
עבירות נגד גוף,1.0,2023-Q1,175,7.506542601461739
עבירות נגד גוף,2.0,2018-Q1,1592,334.2496471622591
עבירות נגד גוף,2.0,2018-Q2,1818,381.6996598875547
עבירות נגד גוף,2.0,2018-Q3,1960,411.5133846972537
עבירות נגד גוף,2.0,2018-Q4,1631,342.43792369450034
